node_key,node_type,source,node_id,name
disease|MONDO|100065,disease,MONDO,100065,TH-deficient infantile parkinsonism and motor delay
disease|MONDO|100066,disease,MONDO,100066,TH-deficient progressive infantile encephalopathy
disease|MONDO|100068,disease,MONDO,100068,SLC10A7-CDG
disease|MONDO|100069,disease,MONDO,100069,hearing impairment and infertile male syndrome
disease|MONDO|10007,disease,MONDO,10007,microbrachycephaly-ptosis-cleft lip syndrome
disease|MONDO|100070,disease,MONDO,100070,neuroendocrine disease
disease|MONDO|100071,disease,MONDO,100071,cardiocutaneous syndrome
disease|MONDO|100072,disease,MONDO,100072,"neonatal diabetes, congenital sensorineural hearing loss and congenital cataracts"
disease|MONDO|100073,disease,MONDO,100073,methicillin-resistant staphylococcus aureus infectious disease
disease|MONDO|100074,disease,MONDO,100074,norovirus infectious disease
disease|MONDO|100075,disease,MONDO,100075,jaw fracture
disease|MONDO|100076,disease,MONDO,100076,juvenile idiopathic scoliosis
disease|MONDO|100078,disease,MONDO,100078,resistant hypertension
disease|MONDO|100079,disease,MONDO,100079,"developmental and epileptic encephalopathy, 6"
disease|MONDO|10008,disease,MONDO,10008,sarcosinemia
disease|MONDO|100080,disease,MONDO,100080,cardioectodermal syndrome
disease|MONDO|100081,disease,MONDO,100081,sleep disorder
disease|MONDO|100082,disease,MONDO,100082,LEOPARD syndrome 1
disease|MONDO|100083,disease,MONDO,100083,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1
disease|MONDO|100084,disease,MONDO,100084,alpha-actinopathy
disease|MONDO|100085,disease,MONDO,100085,cancer of long bone of upper limb
disease|MONDO|100086,disease,MONDO,100086,perinatal disease
disease|MONDO|100087,disease,MONDO,100087,familial Alzheimer disease
disease|MONDO|100088,disease,MONDO,100088,late-onset familial alzheimer disease
disease|MONDO|100089,disease,MONDO,100089,GATA1-Related X-Linked Cytopenia
disease|MONDO|100091,disease,MONDO,100091,inherited pseudoxanthoma elasticum
disease|MONDO|100092,disease,MONDO,100092,"myoclonus, familial, 2"
disease|MONDO|100093,disease,MONDO,100093,"myoclonus, familial, 1"
disease|MONDO|100094,disease,MONDO,100094,cannabinoid hyperemesis syndrome
disease|MONDO|100095,disease,MONDO,100095,"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures"
disease|MONDO|100096,disease,MONDO,100096,COVID-19
disease|MONDO|1001,disease,MONDO,1001,baritosis
disease|MONDO|10010,disease,MONDO,10010,Schinzel-Giedion syndrome
disease|MONDO|100100,disease,MONDO,100100,SELENON-related myopathy
disease|MONDO|100101,disease,MONDO,100101,fetal akinesia deformation sequence 1
disease|MONDO|100102,disease,MONDO,100102,fetal akinesia deformation sequence 2
disease|MONDO|100103,disease,MONDO,100103,fetal akinesia deformation sequence 3
disease|MONDO|100104,disease,MONDO,100104,fetal akinesia deformation sequence 4
disease|MONDO|100105,disease,MONDO,100105,brain small vessel disease 3
disease|MONDO|100106,disease,MONDO,100106,neonatal epileptic encephalopathy
disease|MONDO|100107,disease,MONDO,100107,non-neonatal early infantile epileptic encephalopathy
disease|MONDO|100108,disease,MONDO,100108,TPM3-related myopathy
disease|MONDO|10011,disease,MONDO,10011,schizencephaly
disease|MONDO|100110,disease,MONDO,100110,adenovirus renal infection
disease|MONDO|100112,disease,MONDO,100112,ACBD5 deficiency
disease|MONDO|100113,disease,MONDO,100113,hearing loss with skin disease
disease|MONDO|100114,disease,MONDO,100114,dry age related macular degeneration
disease|MONDO|100115,disease,MONDO,100115,acute flaccid myelitis
disease|MONDO|100116,disease,MONDO,100116,Middle East respiratory syndrome
disease|MONDO|10012,disease,MONDO,10012,autoimmune polyendocrinopathy type 2
disease|MONDO|100120,disease,MONDO,100120,vector-borne disease
disease|MONDO|100121,disease,MONDO,100121,"SCN4A-related myopathy, autosomal recessive"
disease|MONDO|100124,disease,MONDO,100124,NAA10-related syndrome
disease|MONDO|100125,disease,MONDO,100125,hallucinogen-persisting perception disorder
disease|MONDO|100126,disease,MONDO,100126,P5CS deficiency
disease|MONDO|100128,disease,MONDO,100128,coinfection
disease|MONDO|100129,disease,MONDO,100129,intracranial arachoid cyst
disease|MONDO|10013,disease,MONDO,10013,schneckenbecken dysplasia
disease|MONDO|100130,disease,MONDO,100130,adult acute respiratory distress syndrome
disease|MONDO|100131,disease,MONDO,100131,pediatric acute respiratory distress syndrome
disease|MONDO|100132,disease,MONDO,100132,intrahepatic bile duct adenosquamous carcinoma
disease|MONDO|100133,disease,MONDO,100133,mitochondrial complex I deficiency
disease|MONDO|100134,disease,MONDO,100134,"mitochondrial complex I deficiency, mitochondrial type"
disease|MONDO|100135,disease,MONDO,100135,Dravet syndrome
disease|MONDO|100137,disease,MONDO,100137,telomere syndrome
disease|MONDO|100138,disease,MONDO,100138,X-linked recessive mitochondrial myopathy
disease|MONDO|10014,disease,MONDO,10014,"craniometadiaphyseal dysplasia, wormian bone type"
disease|MONDO|100144,disease,MONDO,100144,Uner Tan Syndrome
disease|MONDO|100146,disease,MONDO,100146,ATP6AP2-related disorder
disease|MONDO|100147,disease,MONDO,100147,SATB2 associated disorder
disease|MONDO|100148,disease,MONDO,100148,X-linked complex neurodevelopmental disorder
disease|MONDO|10015,disease,MONDO,10015,anterior segment dysgenesis 7
disease|MONDO|100150,disease,MONDO,100150,RYR1-related myopathy
disease|MONDO|100151,disease,MONDO,100151,nephropathic cystinosis
disease|MONDO|100152,disease,MONDO,100152,DKC1-related disorder
disease|MONDO|100156,disease,MONDO,100156,Imerslund-Grasbeck syndrome type 1
disease|MONDO|100157,disease,MONDO,100157,Imerslund-Grasbeck syndrome type 2
disease|MONDO|10016,disease,MONDO,10016,sclerosteosis 1
disease|MONDO|100160,disease,MONDO,100160,alcoholic ketoacidosis
disease|MONDO|100161,disease,MONDO,100161,hyperkalemic renal tubular acidosis
disease|MONDO|100163,disease,MONDO,100163,COVID-19–associated multisystem inflammatory syndrome in children
disease|MONDO|100164,disease,MONDO,100164,permanent neonatal diabetes mellitus
disease|MONDO|100165,disease,MONDO,100165,permanent neonatal diabetes mellitus 1
disease|MONDO|10017,disease,MONDO,10017,sea-blue histiocyte syndrome
disease|MONDO|100172,disease,MONDO,100172,"intellectual disability, autosomal dominant"
disease|MONDO|100175,disease,MONDO,100175,TTN-related myopathy
disease|MONDO|100176,disease,MONDO,100176,AP-4 deficiency syndrome
disease|MONDO|10018,disease,MONDO,10018,second metatarsal-metacarpal syndrome
disease|MONDO|100184,disease,MONDO,100184,GTP cyclohydrolase I deficiency
disease|MONDO|100185,disease,MONDO,100185,immune reconstitution inflammatory syndrome
disease|MONDO|100186,disease,MONDO,100186,GTP cyclohydrolase I deficiency with hyperphenylalaninemia
disease|MONDO|100188,disease,MONDO,100188,combined ApoA-I and ApoC-III deficiency
disease|MONDO|100189,disease,MONDO,100189,apolipoprotein A-I deficiency
disease|MONDO|10019,disease,MONDO,10019,secretory component deficiency
disease|MONDO|100192,disease,MONDO,100192,liver failure
disease|MONDO|100193,disease,MONDO,100193,chronic liver failure
disease|MONDO|100194,disease,MONDO,100194,pregnancy associated osteoporosis
disease|MONDO|100195,disease,MONDO,100195,X-linked intellectual disability with hypopituitarism
disease|MONDO|100196,disease,MONDO,100196,TPM2-related myopathy
disease|MONDO|100197,disease,MONDO,100197,parainfluenza infectious disease
disease|MONDO|10020,disease,MONDO,10020,congenital generalized lipodystrophy type 2
disease|MONDO|100203,disease,MONDO,100203,parainfluenza virus type 1 infectious disease
disease|MONDO|100204,disease,MONDO,100204,parainfluenza virus type 2 infectious disease
disease|MONDO|100205,disease,MONDO,100205,parainfluenza virus type 4 infectious disease
disease|MONDO|100209,disease,MONDO,100209,"X inactivation, familial skewed"
disease|MONDO|10021,disease,MONDO,10021,"seizures, benign familial neonatal, autosomal recessive"
disease|MONDO|100210,disease,MONDO,100210,growth hormone insensitivity syndrome with immune dysregulation
disease|MONDO|100211,disease,MONDO,100211,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive"
disease|MONDO|100212,disease,MONDO,100212,IFAP syndrome
disease|MONDO|100213,disease,MONDO,100213,IFAP syndrome with or without BRESHECK syndrome
disease|MONDO|100214,disease,MONDO,100214,Rajab interstitial lung disease with brain calcifications
disease|MONDO|100215,disease,MONDO,100215,Rajab interstitial lung disease with brain calcifications 1
disease|MONDO|100218,disease,MONDO,100218,arthrogryposis multiplex congenita 5
disease|MONDO|100219,disease,MONDO,100219,"growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant"
disease|MONDO|10022,disease,MONDO,10022,senile plaque formation
disease|MONDO|100220,disease,MONDO,100220,Rajab interstitial lung disease with brain calcifications 2
disease|MONDO|100221,disease,MONDO,100221,IFAP syndrome 2
disease|MONDO|100222,disease,MONDO,100222,A20 haploinsufficiency
disease|MONDO|100223,disease,MONDO,100223,"mitochondrial complex I deficiency, nuclear type"
disease|MONDO|100224,disease,MONDO,100224,"mitochondrial complex I deficiency, nuclear type 1"
disease|MONDO|100225,disease,MONDO,100225,collagen 6-related myopathy
disease|MONDO|100226,disease,MONDO,100226,"parasomnia, sleepwalking type"
disease|MONDO|100228,disease,MONDO,100228,LAMA2-related muscular dystrophy
disease|MONDO|100229,disease,MONDO,100229,Heimler syndrome
disease|MONDO|10023,disease,MONDO,10023,combined immunodeficiency due to ZAP70 deficiency
disease|MONDO|100230,disease,MONDO,100230,fatty acyl-CoA reductase 1 dysregulation
disease|MONDO|100231,disease,MONDO,100231,"psoriatic arthritis, susceptibility to, 1"
disease|MONDO|100232,disease,MONDO,100232,"'psoriatic arthritis, susceptibility to"
disease|MONDO|100233,disease,MONDO,100233,long COVID-19
disease|MONDO|100234,disease,MONDO,100234,paroxysmal familial ventricular fibrillation
disease|MONDO|100237,disease,MONDO,100237,inherited cutis laxa
disease|MONDO|100238,disease,MONDO,100238,inherited Fanconi renotubular syndrome
disease|MONDO|100239,disease,MONDO,100239,inherited hypertrophic pyloric stenosis
disease|MONDO|10024,disease,MONDO,10024,Beemer-Langer syndrome
disease|MONDO|100240,disease,MONDO,100240,inherited thrombophilia
disease|MONDO|100241,disease,MONDO,100241,inherited thrombocytopenia
disease|MONDO|100242,disease,MONDO,100242,glioma susceptibility
disease|MONDO|100243,disease,MONDO,100243,inherited paroxysmal nocturnal hemoglobinuria
disease|MONDO|100244,disease,MONDO,100244,paroxysmal nocturnal hemoglobinuria
disease|MONDO|100245,disease,MONDO,100245,acquired paroxysmal nocturnal hemoglobinuria
disease|MONDO|100246,disease,MONDO,100246,"migraine with or without aura, susceptibility to"
disease|MONDO|100247,disease,MONDO,100247,multiple congenital anomalies-hypotonia-seizures syndrome
disease|MONDO|100248,disease,MONDO,100248,rapidly progressive primary central nervous system vasculitis
disease|MONDO|100249,disease,MONDO,100249,"46,XX testicular disorder of sex development"
disease|MONDO|10025,disease,MONDO,10025,short stature-obesity syndrome
disease|MONDO|100250,disease,MONDO,100250,"46,XX sex reversal 1"
disease|MONDO|100251,disease,MONDO,100251,familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome
disease|MONDO|100252,disease,MONDO,100252,"tumoral calcinosis, hyperphosphatemic, familial, 1"
disease|MONDO|100253,disease,MONDO,100253,Roberts-SC phocomelia syndrome
disease|MONDO|100255,disease,MONDO,100255,adenosine kinase deficiency
disease|MONDO|10026,disease,MONDO,10026,SHORT syndrome
disease|MONDO|10027,disease,MONDO,10027,"free sialic acid storage disease, infantile form"
disease|MONDO|10028,disease,MONDO,10028,sialuria
disease|MONDO|100280,disease,MONDO,100280,Waldenstrom macroglobulinemia
disease|MONDO|100281,disease,MONDO,100281,"macroglobulinemia, Waldenstrom, 1"
disease|MONDO|100282,disease,MONDO,100282,SC phocomelia syndrome
disease|MONDO|100284,disease,MONDO,100284,X-linked intellectual disability
disease|MONDO|100285,disease,MONDO,100285,extrahepatic biliary atresia
disease|MONDO|100286,disease,MONDO,100286,respiratory syncytial virus bronchiolitis
disease|MONDO|100288,disease,MONDO,100288,enhanced S-cone syndrome
disease|MONDO|100289,disease,MONDO,100289,Goldmann-Favre syndrome
disease|MONDO|10029,disease,MONDO,10029,situs inversus
disease|MONDO|100290,disease,MONDO,100290,colon serrated polyposis
disease|MONDO|100291,disease,MONDO,100291,early T cell progenitor acute lymphoblastic leukemia
disease|MONDO|100294,disease,MONDO,100294,"mitochondrial complex II deficiency, nuclear type 1"
disease|MONDO|100296,disease,MONDO,100296,Olmsted syndrome 1
disease|MONDO|100297,disease,MONDO,100297,"short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1"
disease|MONDO|1003,disease,MONDO,1003,pneumoconiosis due to talc
disease|MONDO|10030,disease,MONDO,10030,Sjogren syndrome
disease|MONDO|100308,disease,MONDO,100308,atactic disorder
disease|MONDO|100309,disease,MONDO,100309,hereditary ataxia
disease|MONDO|10031,disease,MONDO,10031,Sjogren-Larsson syndrome
disease|MONDO|100310,disease,MONDO,100310,hereditary cerebellar ataxia
disease|MONDO|100311,disease,MONDO,100311,sensory ataxia
disease|MONDO|100312,disease,MONDO,100312,vestibular ataxia
disease|MONDO|100316,disease,MONDO,100316,long QT syndrome 1
disease|MONDO|100318,disease,MONDO,100318,COVID-19 or sequela
disease|MONDO|100319,disease,MONDO,100319,COVID-19–associated multisystem inflammatory syndrome in adults
disease|MONDO|10032,disease,MONDO,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement
disease|MONDO|100320,disease,MONDO,100320,sequela of COVID-19
disease|MONDO|100321,disease,MONDO,100321,viral disease or post-viral disorder
disease|MONDO|100325,disease,MONDO,100325,odontochondrodysplasia 1
disease|MONDO|100326,disease,MONDO,100326,Glanzmann thrombasthenia
disease|MONDO|100327,disease,MONDO,100327,"hypercholanemia, familial"
disease|MONDO|100328,disease,MONDO,100328,"microcephaly, epilepsy, and diabetes syndrome"
disease|MONDO|10033,disease,MONDO,10033,generalized peeling skin syndrome
disease|MONDO|100337,disease,MONDO,100337,SEC61A1 deficiency
disease|MONDO|100339,disease,MONDO,100339,Friedreich ataxia
disease|MONDO|10034,disease,MONDO,10034,anosmia for butyl mercaptan
disease|MONDO|100340,disease,MONDO,100340,Friedreich ataxia 1
disease|MONDO|100342,disease,MONDO,100342,malignant glioma
disease|MONDO|100343,disease,MONDO,100343,antenatal Bartter syndrome
disease|MONDO|100344,disease,MONDO,100344,Bartter disease type 1
disease|MONDO|100345,disease,MONDO,100345,lactose intolerance (disease)
disease|MONDO|100347,disease,MONDO,100347,carcinoid syndrome
disease|MONDO|10035,disease,MONDO,10035,Smith-Lemli-Opitz syndrome
disease|MONDO|10036,disease,MONDO,10036,congenital secretory sodium diarrhea 3
disease|MONDO|10037,disease,MONDO,10037,sodium-potassium-ATPase activity of red cell
disease|MONDO|10038,disease,MONDO,10038,growth delay due to insulin-like growth factor I resistance
disease|MONDO|10039,disease,MONDO,10039,congenital heart defect-round face-developmental delay syndrome
disease|MONDO|1004,disease,MONDO,1004,slate pneumoconiosis
disease|MONDO|10040,disease,MONDO,10040,"ataxia, spastic, childhood-onset, autosomal recessive, with optic atrophy and intellectual disability"
disease|MONDO|10041,disease,MONDO,10041,Charlevoix-Saguenay spastic ataxia
disease|MONDO|10042,disease,MONDO,10042,spastic diplegia and intellectual disability
disease|MONDO|10043,disease,MONDO,10043,hereditary spastic paraplegia 17
disease|MONDO|10044,disease,MONDO,10044,hereditary spastic paraplegia 15
disease|MONDO|10045,disease,MONDO,10045,obsolete paraplegia-brachydactyly-cone-shaped epiphysis syndrome
disease|MONDO|10046,disease,MONDO,10046,hereditary spastic paraplegia 23
disease|MONDO|10047,disease,MONDO,10047,hereditary spastic paraplegia 5A
disease|MONDO|10048,disease,MONDO,10048,spastic paraplegia with myoclonic epilepsy
disease|MONDO|10049,disease,MONDO,10049,spastic paraplegia-glaucoma-intellectual disability syndrome
disease|MONDO|1005,disease,MONDO,1005,kaolin pneumoconiosis
disease|MONDO|10050,disease,MONDO,10050,spastic pseudosclerosis
disease|MONDO|10051,disease,MONDO,10051,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome
disease|MONDO|10052,disease,MONDO,10052,spermatogenic failure 4
disease|MONDO|10053,disease,MONDO,10053,hereditary spherocytosis type 3
disease|MONDO|10054,disease,MONDO,10054,spinal muscular atrophy with intellectual disability
disease|MONDO|10055,disease,MONDO,10055,spinal muscular atrophy with microcephaly and mental subnormality
disease|MONDO|10056,disease,MONDO,10056,"spinal muscular atrophy, type IV"
disease|MONDO|10057,disease,MONDO,10057,"spinal muscular atrophy, Ryukyuan type"
disease|MONDO|10058,disease,MONDO,10058,"scapuloperoneal spinal muscular atrophy, autosomal recessive"
disease|MONDO|1006,disease,MONDO,1006,glaucomatous atrophy of optic disc
disease|MONDO|10060,disease,MONDO,10060,infantile onset spinocerebellar ataxia
disease|MONDO|10061,disease,MONDO,10061,autosomal recessive cerebellar ataxia-blindness-deafness syndrome
disease|MONDO|10062,disease,MONDO,10062,spinocerebellar ataxia-dysmorphism syndrome
disease|MONDO|10063,disease,MONDO,10063,corneal-cerebellar syndrome
disease|MONDO|10064,disease,MONDO,10064,spastic ataxia-corneal dystrophy syndrome
disease|MONDO|10065,disease,MONDO,10065,spinocerebellar degeneration with slow eye movements
disease|MONDO|10066,disease,MONDO,10066,familial isolated congenital asplenia
disease|MONDO|10067,disease,MONDO,10067,splenoportal vascular anomalies
disease|MONDO|10068,disease,MONDO,10068,"spondyloepimetaphyseal dysplasia, sponastrime type"
disease|MONDO|10069,disease,MONDO,10069,spondylocostal dysostosis-anal and genitourinary malformations syndrome
disease|MONDO|1007,disease,MONDO,1007,chronic meningitis
disease|MONDO|10070,disease,MONDO,10070,"brachyolmia type 1, Hobaek type"
disease|MONDO|10072,disease,MONDO,10072,"spondyloepiphyseal dysplasia tarda, autosomal recessive"
disease|MONDO|10073,disease,MONDO,10073,"spondyloepiphyseal dysplasia tarda, Kohn type"
disease|MONDO|10074,disease,MONDO,10074,"brachyolmia type 1, toledo type"
disease|MONDO|10075,disease,MONDO,10075,"spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures"
disease|MONDO|10076,disease,MONDO,10076,"spondyloepimetaphyseal dysplasia, Irapa type"
disease|MONDO|10077,disease,MONDO,10077,spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome
disease|MONDO|10078,disease,MONDO,10078,spondyloperipheral dysplasia-short ulna syndrome
disease|MONDO|10079,disease,MONDO,10079,Canavan disease
disease|MONDO|1008,disease,MONDO,1008,blepharophimosis (disease)
disease|MONDO|10080,disease,MONDO,10080,familial infantile bilateral striatal necrosis
disease|MONDO|10081,disease,MONDO,10081,"subaortic stenosis, membranous"
disease|MONDO|10082,disease,MONDO,10082,subaortic stenosis-short stature syndrome
disease|MONDO|10083,disease,MONDO,10083,succinic semialdehyde dehydrogenase deficiency
disease|MONDO|10084,disease,MONDO,10084,"sucrosuria, hiatus hernia and intellectual disability"
disease|MONDO|10085,disease,MONDO,10085,Schilder disease
disease|MONDO|10086,disease,MONDO,10086,obsolete sudden infant death syndrome
disease|MONDO|10087,disease,MONDO,10087,Sugarman brachydactyly
disease|MONDO|10088,disease,MONDO,10088,mucosulfatidosis
disease|MONDO|10089,disease,MONDO,10089,isolated sulfite oxidase deficiency
disease|MONDO|1009,disease,MONDO,1009,solitary cyst of breast
disease|MONDO|10090,disease,MONDO,10090,Summitt syndrome
disease|MONDO|10091,disease,MONDO,10091,Cold-induced sweating syndrome 1
disease|MONDO|10092,disease,MONDO,10092,Filippi syndrome
disease|MONDO|10093,disease,MONDO,10093,syndesmodysplasic dwarfism
disease|MONDO|10094,disease,MONDO,10094,spondylocarpotarsal synostosis syndrome
disease|MONDO|10095,disease,MONDO,10095,ataxia-tapetoretinal degeneration syndrome
disease|MONDO|10096,disease,MONDO,10096,tardive dyskinesia (disease)
disease|MONDO|10097,disease,MONDO,10097,Tatsumi factor deficiency
disease|MONDO|10098,disease,MONDO,10098,taurodontism (disease)
disease|MONDO|10099,disease,MONDO,10099,Tay-Sachs disease AB variant
disease|MONDO|10100,disease,MONDO,10100,Tay-Sachs disease
disease|MONDO|10101,disease,MONDO,10101,Teebi-Shaltout syndrome
disease|MONDO|10102,disease,MONDO,10102,taurodontia-absent teeth-sparse hair syndrome
disease|MONDO|10103,disease,MONDO,10103,"teeth, fused"
disease|MONDO|10104,disease,MONDO,10104,non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
disease|MONDO|10105,disease,MONDO,10105,"teratoma, pineal"
disease|MONDO|10106,disease,MONDO,10106,"testes, rudimentary"
disease|MONDO|10107,disease,MONDO,10107,testicular regression syndrome
disease|MONDO|10108,disease,MONDO,10108,testicular germ cell tumor
disease|MONDO|10109,disease,MONDO,10109,tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities
disease|MONDO|1011,disease,MONDO,1011,breast cyst
disease|MONDO|10110,disease,MONDO,10110,tetraamelia-multiple malformations syndrome
disease|MONDO|10111,disease,MONDO,10111,odontotrichomelic syndrome
disease|MONDO|10112,disease,MONDO,10112,"thalamic degeneration, symmetric infantile"
disease|MONDO|10113,disease,MONDO,10113,thalidomide susceptibility
disease|MONDO|10114,disease,MONDO,10114,"thanatophoric dysplasia, Glasgow variant"
disease|MONDO|10115,disease,MONDO,10115,thoracic dysplasia-hydrocephalus syndrome
disease|MONDO|10116,disease,MONDO,10116,thoracomelic dysplasia
disease|MONDO|10117,disease,MONDO,10117,3M syndrome 1
disease|MONDO|10118,disease,MONDO,10118,Threoninemia
disease|MONDO|1012,disease,MONDO,1012,obsolete breast fibroadenosis
disease|MONDO|10120,disease,MONDO,10120,thrombocytopenia 3
disease|MONDO|10121,disease,MONDO,10121,thrombocytopenia-absent radius syndrome
disease|MONDO|10122,disease,MONDO,10122,congenital thrombotic thrombocytopenic purpura
disease|MONDO|10123,disease,MONDO,10123,absent thumb-short stature-immunodeficiency syndrome
disease|MONDO|10124,disease,MONDO,10124,"thumb, distal hyperextensibility of"
disease|MONDO|10125,disease,MONDO,10125,upper limb defect-eye and ear abnormalities syndrome
disease|MONDO|10126,disease,MONDO,10126,thymic aplasia with fetal death
disease|MONDO|10127,disease,MONDO,10127,"thymoma, familial"
disease|MONDO|10128,disease,MONDO,10128,thyrocerebrorenal syndrome
disease|MONDO|10129,disease,MONDO,10129,thymic-renal-anal-lung dysplasia
disease|MONDO|10130,disease,MONDO,10130,dihydropyrimidine dehydrogenase deficiency
disease|MONDO|10131,disease,MONDO,10131,"thyroid hormone resistance, generalized, autosomal recessive"
disease|MONDO|10132,disease,MONDO,10132,familial thyroid dyshormonogenesis
disease|MONDO|10133,disease,MONDO,10133,thyroid dyshormonogenesis 2A
disease|MONDO|10134,disease,MONDO,10134,Pendred syndrome
disease|MONDO|10135,disease,MONDO,10135,thyroid dyshormonogenesis 3
disease|MONDO|10136,disease,MONDO,10136,thyroid dyshormonogenesis 4
disease|MONDO|10137,disease,MONDO,10137,thyroid dyshormonogenesis 5
disease|MONDO|10138,disease,MONDO,10138,thyrotoxicosis
disease|MONDO|10139,disease,MONDO,10139,isolated thyroid-stimulating hormone deficiency
disease|MONDO|1014,disease,MONDO,1014,chronic leukemia
disease|MONDO|10140,disease,MONDO,10140,isolated thyrotropin-releasing hormone deficiency
disease|MONDO|10141,disease,MONDO,10141,tiglic acidemia
disease|MONDO|10142,disease,MONDO,10142,hypothyroidism due to TSH receptor mutations
disease|MONDO|10143,disease,MONDO,10143,lethal restrictive dermopathy
disease|MONDO|10144,disease,MONDO,10144,tibial hemimelia
disease|MONDO|10145,disease,MONDO,10145,"tibia, absence of, with congenital deafness"
